date,AED,UZS,JOD,DZD,MDL,SDG,SGD,BSD,VND,LSL,AZN,XPF,CVE,ZAR,NIO,AMD,DKK,GBP,PLN,SEK,CHF,USD,QAR,AOA,SRD,NZD,BOB,BIF,XOF,SCR,RUB,LYD,BHD,EGP,MVR,SLL,ZWL,TTD,ALL,BMD,DJF,GMD,PKR,KYD,IRR,YER,SBD,KRW,FKP,LRD,CLP,XAF,TRY,NOK,CRC,MKD,CAD,MAD,XAG,TND,KMF,CNY,NGN,NPR,BZD,JPY,TWD,MNT,SZL,ERN,TOP,IQD,TZS,JMD,MOP,UYU,NAD,STN,SOS,TMT,VUV,GYD,CUC,SVC,PHP,MXN,PYG,MMK,MUR,KGS,ANG,XDR,MGA,ETB,MWK,AUD,ISK,EUR,GHS,BRL,LAK,GTQ,GNF,INR,KPW,HKD,SYP,BAM,CUP,ARS,GEL,ILS,RSD,PGK,TJS,KWD,LKR,XCD,OMR,HNL,CZK,IDR,BTN,FJD,KHR,UGX,BGN,HUF,DOP,SHP,MYR,KES,UAH,BWP,BDT,AFN,PAB,LBP,ZMW,MRU,GIP,PEN,MZN,RON,VES,CDF,BND,RWF,THB,BYN,SAR,WST,COP,XAU,KZT
2018-06-16,4.26249287,9198.16363675,0.82290196,136.90233462,19.48269605,20.96867868,1.5687137,1.16065156,26484.98601971,15.62935708,1.97310771,119.33174223,110.27000003,15.62935708,36.57212884,560.22328786,7.44855792,0.87448543,4.28457241,10.21262523,1.15758204,1.16065156,4.22477169,280.68112036,8.62944444,1.67087396,8.03751022,2043.88428184,655.95699976,16.03904295,73.36752652,1.57778978,0.43640499,20.69678371,18.18740974,9273.60598518,,7.81060453,125.06021069,1.16065156,206.59552038,54.77115,138.29163629,0.95233153,49147.7899663,290.04682032,9.18237859,1279.52561067,0.87448543,163.26885324,734.5897591,655.95699976,5.48698021,9.46047093,660.4225555,60.30745452,1.5323345,11.05636664,0.07008758,3.02930069,491.96775003,7.468185,418.42909734,127.23220555,2.33906113,128.50388811,35.0086352,2796.58994086,15.62935708,17.40977344,2.65719581,1375.37200899,2636.42017192,150.15349533,9.38768279,36.61855503,15.62935708,24.52801336,663.89273211,4.07388697,126.20924849,242.32083191,1.16065156,10.15570117,61.92657123,24.02120362,6586.697603,1566.87934467,41.11027478,79.35757596,2.09207445,0.82254456,3819.12375798,32.03398134,712.8844592,1.56034299,125.06020591,1.0,5.44240558,4.32723048,9747.73488192,8.51628179,10502.73594206,79.14911699,1045.12613084,9.11425514,598.00246805,1.95583,30.75726642,32.56915911,2.8584527,4.20747817,118.50399399,3.68493427,10.55171535,0.35202564,185.29801099,3.13371821,0.44627053,27.80224641,25.71874849,16167.87594004,79.14911699,2.41299458,4701.68337947,4459.22331176,1.95583,323.5225721,57.41743395,0.87448543,4.62577675,117.34187246,30.70503665,11.94087753,97.25628177,83.04541365,1.16065156,1749.68223117,11.64143929,41.49329255,0.87448543,3.805555,68.75700131,4.6658847,,1822.80327956,1.5687137,995.75766112,37.96279965,2.32130313,4.35244336,2.98061517,3360.61048089,0.00090687,390.70433387
2018-06-17,4.26069949,9194.2936532,0.82255573,136.8447377,19.47449928,20.95985644,1.56805361,1.16016324,26473.84286986,15.63767028,1.97227756,119.33174223,110.26999996,15.63767028,36.55674165,559.98758267,7.4464836,0.87409191,4.28435677,10.21590352,1.15765087,1.16016324,4.22299418,280.55247245,8.6258136,1.67017074,8.03410941,2043.02423435,655.95700006,16.03229605,73.37617073,1.57712594,0.43622138,20.68861146,18.17976378,9269.70426044,,7.80731829,125.00758879,1.16016324,206.50905619,54.74810597,138.2334353,0.95298393,49127.10882722,289.92478584,9.17851521,1278.98769087,0.87409191,163.20016043,734.2569996,655.95700006,5.48467146,9.45742552,660.14794149,60.28208072,1.53171783,11.05171502,0.07005809,3.02802627,491.9677499,7.46417625,418.25304757,126.96738062,2.33807701,128.44667176,35.00167193,2795.41331936,15.63767028,17.40244855,2.65607771,1374.79274174,2635.31079388,149.9742889,9.38388351,36.60314925,15.63767028,24.51730943,663.61380211,4.07217295,126.15614792,242.21883021,1.16016324,10.15142832,61.90054893,24.0509124,6583.92637164,1566.22037004,41.09297973,79.3241875,2.09119425,0.82219848,3817.51712737,32.02050357,712.58452421,1.55975715,125.00758879,1.0,5.4401217,4.32212964,9743.65127694,8.51269787,10498.31712761,78.98437366,1044.68638308,9.11056652,597.75071664,1.95583,30.74432578,32.55953439,2.85725005,4.20570815,118.4525559,3.68380331,10.54727588,0.35187752,185.22005368,3.13239974,0.44608276,27.79054851,25.7073536,16161.07187057,78.98437366,2.41197937,4699.70514354,4457.34715641,1.95583,324.16428936,57.39327674,0.87409191,4.62441073,117.29250992,30.69211835,11.93587557,97.2173544,83.00968728,1.16016324,1748.94607973,11.63654154,41.47583573,0.87409191,3.80395391,68.72807211,4.66560197,,1822.03636358,1.56805361,995.33728388,37.99326988,2.32032647,4.35061214,2.97936112,3360.41331349,0.00090649,390.53994968
2018-06-20,4.25645704,9138.08185366,0.8217367,136.52461636,19.47870379,20.95358796,1.57346072,1.15900804,26470.85219635,15.76194796,1.9719467,119.33174225,110.26999996,15.76194796,36.58667458,558.94689701,7.45378329,0.87741434,4.31600154,10.28391429,1.15414701,1.15900804,4.21878928,285.82820411,8.65365394,1.68504597,8.00258067,2067.25457406,655.9570001,15.68197271,73.58612318,1.57599386,0.43578702,20.72863911,17.84572846,9342.9588277,,7.80340131,126.11279346,1.15900804,206.31595543,54.72099133,140.78192681,0.95038661,49241.72331877,290.08196934,9.15001889,1284.76808701,0.87741434,163.92064296,740.50276163,655.9570001,5.49215293,9.4464799,657.67872532,61.55623612,1.540871,11.06272455,0.0709403,3.0218067,491.96775007,7.50333237,416.72780837,126.8135034,2.33204562,127.65378323,34.99205628,2819.27092304,15.76194796,17.38512064,2.58890754,1376.33212834,2636.54592213,153.04619854,9.36722783,36.6077395,15.76194796,24.51453802,663.44783493,4.05743456,127.66412391,241.9323028,1.15900804,10.14132037,61.79137941,23.59575895,6572.88269558,1593.62866166,40.82662059,79.16815325,2.07672427,0.8228684,3865.45951434,31.96032379,845.68371685,1.56938488,126.4295911,1.0,5.49581171,4.33006396,9747.70744049,8.68874076,10469.73283032,78.88864908,1043.10752608,9.09439596,596.91009937,1.95583,30.71371314,32.16545058,2.85096558,4.20063192,118.08115442,3.7721351,10.54257985,0.35112413,185.33501738,3.1321853,0.44563859,27.80967207,25.8521696,16192.54840236,78.88864908,2.41770896,4704.18054035,4489.96153221,1.95583,323.87407328,57.27926388,0.87741434,4.6401349,116.94093057,30.70302703,12.03587573,97.87757862,82.91957128,1.15900804,1747.20462477,11.51307821,41.21731212,0.87741434,3.80652635,68.60852596,4.67277227,,1867.80643296,1.57346072,1008.92443882,38.05557849,2.32119334,4.34628016,2.96562733,3380.23809774,0.00090964,394.89153128
2018-06-22,4.27125159,9169.55285313,0.82459289,136.68479301,19.61301692,20.94630979,1.58104233,1.16303651,26631.26972172,15.64533549,1.97876085,119.33174222,110.26999999,15.64533549,36.85458952,560.83518054,7.45296824,0.87741272,4.31801584,10.31636612,1.15141246,1.16303651,4.23345291,286.04241701,8.68271341,1.68685353,8.02817078,2072.59385456,655.9569997,15.77754781,73.22241864,1.58549463,0.43730173,20.78163685,17.95534533,9382.84494409,,7.82410144,125.98545493,1.16303651,207.02999834,55.00218204,141.51247799,0.95368997,49423.69675855,290.99125299,9.16109993,1296.43533058,0.87741272,169.54188282,740.60457507,655.9569997,5.45311686,9.43438184,659.48723262,61.60413656,1.54917068,11.07281242,0.07089385,3.0285559,491.96774984,7.56567386,419.27236973,126.92683034,2.33557856,127.90634154,35.30235174,2844.72507509,15.64533549,17.44554769,2.60748666,1380.05382187,2646.20612172,152.50517543,9.39923158,36.89612682,15.64533549,24.57681381,671.5389852,4.07189083,128.44508108,243.39740729,1.16303651,10.17656949,61.97526093,23.39416691,6607.46578903,1610.77797494,40.68886896,79.40980098,2.08613101,0.82421509,3877.55741134,32.06747149,864.27841948,1.5665053,126.189136,1.0,5.5095897,4.38504313,9783.2001966,8.70152908,10512.57548829,78.95914799,1046.73317174,9.12546756,599.00464324,1.95583,30.82046759,31.61971667,2.85533543,4.19408721,118.02813032,3.78239584,10.576324,0.35191088,184.91169939,3.14307256,0.44718754,27.83513222,25.81141996,16380.16511837,78.95914799,2.43713672,4714.58633707,4494.99330435,1.95583,324.69287557,57.53310842,0.87741272,4.66180488,117.10457706,30.52709408,12.00209155,98.16798173,83.22633299,1.16303651,1753.2775433,11.7224403,41.37746762,0.87741272,3.80401442,68.84356551,4.66296606,,1870.70638822,1.58104233,1000.0454727,38.31090097,2.31864252,4.36138692,2.98073142,3395.94959547,0.00091676,395.43060445
2018-06-23,4.28042675,9196.06998974,0.82636421,137.40237268,19.76527615,21.05705039,1.58339384,1.16553485,26688.44088737,15.68820909,1.98140931,119.33174225,110.26999999,15.68820909,36.95910908,562.00925363,7.45410619,0.87896162,4.3232151,10.3388131,1.15180548,1.16553485,4.24254687,286.6574779,8.6663771,1.68767348,8.05461162,2052.4981889,655.95699998,16.11945959,73.37035762,1.58443959,0.4382411,20.80788805,18.2641058,9359.31094199,,7.89315164,126.01179975,1.16553485,207.52385527,55.08317969,141.70721947,0.95695942,49552.99952109,291.31004822,9.17742212,1294.91270206,0.87896162,170.98515687,743.92516509,655.95699998,5.45706598,9.44061337,660.34522722,61.51692841,1.54688258,11.08424371,0.07074938,3.02887296,491.96774999,7.57605829,419.59164435,127.22257328,2.34891931,128.13698874,35.34825808,2856.16335701,15.68820909,17.48302279,2.69053644,1381.15418563,2648.92530522,152.58125205,9.41929772,36.94155114,15.68820909,24.5301061,677.17799373,4.07937199,129.68443415,243.34135792,1.16553485,10.19842996,62.05900452,23.40964113,6638.93326069,1614.27612225,41.08509477,79.54076433,2.11254773,0.82574789,3835.16037603,32.1629334,843.19262357,1.56600453,126.16914817,1.0,5.58247962,4.41225268,9807.31710707,8.73050218,10545.90123329,79.14312491,1049.0670834,9.14494924,600.52064938,1.95583,30.8866736,31.49347067,2.86476817,4.20175419,118.23479726,3.82138056,10.60590076,0.35332591,185.32028567,3.14559081,0.44814815,27.89628316,25.78781238,16413.63804953,79.14312491,2.44645762,4731.65026723,4504.00220817,1.95583,326.24693884,57.69990596,0.87896162,4.66696989,117.50091655,30.7062325,12.04067354,97.64157616,83.42591225,1.16553485,1757.04379085,11.76183151,41.66816814,0.87896162,3.80889445,69.00952533,4.66464217,,1830.48530686,1.58339384,999.94274201,38.46966191,2.33108736,4.3707557,3.03018025,3399.49213077,0.00091824,396.18455794
2018-06-28,4.25237283,9115.05102328,0.82094822,136.87176485,19.54814813,20.89227901,1.58347962,1.15789594,26562.27861918,16.02971938,1.96895535,119.33174224,110.26999996,16.02971938,36.52850692,558.19770454,7.45165792,0.88440515,4.36368899,10.43168949,1.15573898,1.15789594,4.21474121,288.21370569,8.64437549,1.71371524,7.99608246,2064.67249615,655.95699985,15.66540185,72.90049916,1.58392654,0.43536887,20.71193314,17.87079189,9295.97281301,,7.79289891,125.99909134,1.15789594,206.11115092,54.57411549,140.78527331,0.94947466,49327.73245177,289.65736213,9.05992532,1299.84873515,0.88440515,172.57432801,750.9603225,655.95699985,5.33163135,9.48371198,656.95888988,61.53341169,1.53469606,11.04759869,0.07243647,3.03732462,491.96775002,7.67252228,416.27902334,128.09050788,2.32624355,127.83967024,35.41586516,2850.46836181,16.02971938,17.36843905,2.60369126,1383.49066381,2633.92295954,150.88398567,9.36038271,36.21883252,16.02971938,24.52381161,670.68473492,4.05417218,129.69130867,242.32530577,1.15789594,10.13158945,61.88485483,22.96250501,6589.84544598,1639.49554585,40.18929577,78.82056596,2.07613446,0.82465467,3830.90601988,31.94713886,837.67329927,1.57467933,124.21490766,1.0,5.54107945,4.46309046,9756.7245106,8.67204216,10457.06260615,79.68305312,1042.10674482,9.0877502,596.35899558,1.95583,30.68424233,32.11119222,2.84162218,4.23443061,118.00526933,3.76602004,10.59658996,0.35077492,183.28483215,3.12918034,0.44521099,27.80078672,25.94620697,16611.81025921,79.68305312,2.43308872,4704.13486549,4493.64075379,1.95583,328.79251912,57.30214404,0.88440515,4.68613946,116.89407577,30.48478338,12.09260419,97.51028349,84.75235664,1.15789594,1745.52812498,11.54200646,41.24009715,0.88440515,3.79113145,69.06066477,4.66023569,,1862.16058478,1.58347962,995.46735959,38.38751389,2.30963408,4.34210976,2.99364553,3407.49533555,0.00092624,395.07373964
2018-06-29,4.28809329,9191.91942785,0.82784429,137.78545478,19.71493727,21.07316459,1.59107837,1.16762241,26810.45721908,16.02394192,1.98606232,119.33174221,110.26999996,16.02394192,36.78970074,562.89263482,7.4509553,0.88483241,4.37500436,10.45245561,1.15859648,1.16762241,4.25014556,291.04500884,8.71698756,1.7240428,8.06658522,2078.12600756,655.95699963,15.85081884,73.18126823,1.61013227,0.43902602,20.88009845,18.05978327,9399.21246737,,7.87663004,126.3482939,1.16762241,207.7400814,55.05800769,142.15231673,0.95745036,49829.16403635,292.33001433,9.14100866,1299.176267,0.88483241,174.25055034,760.88111134,655.95699963,5.36063686,9.51555847,662.98150243,61.62349812,1.53434106,11.0756851,0.0723922,3.04896583,491.96774979,7.72955023,421.93280379,128.5152846,2.34853838,129.2767835,35.54797593,2872.92163388,16.02394192,17.51433609,2.63478142,1392.36341467,2656.18976122,151.33954538,9.43674694,36.65069888,16.02394192,24.62141619,675.3007536,4.08846363,130.4372168,244.93262633,1.16762241,10.21669605,62.37020291,22.95001101,6651.28897203,1647.92225881,40.52625502,79.57766029,2.098299,0.82923086,3866.95591039,32.19683231,847.52628519,1.57804919,123.21888963,1.0,5.59202246,4.50430617,9845.39636346,8.75213898,10546.9109635,79.94729991,1050.86042086,9.16189023,601.43172845,1.95583,30.94199376,33.95432624,2.85893276,4.27135623,118.02482118,3.79964146,10.69238731,0.35371236,184.84507417,3.15546539,0.44895082,28.04886944,25.99595488,16665.63178828,79.94729991,2.45456004,4741.98228687,4529.8877412,1.95583,329.74529963,57.83692828,0.88483241,4.70833129,117.77406343,30.80181595,12.1756745,97.76276688,85.39332177,1.16762241,1760.190777,11.63200565,41.61251549,0.88483241,3.82392339,69.36723671,4.66503168,,1873.01832577,1.59107837,1003.64193576,38.58028098,2.32232393,4.37858402,3.01676049,3418.13881953,0.00093233,398.38701393
2018-06-30,4.29338109,9229.7464153,0.82886513,138.3281163,19.73026223,21.12062856,1.59312868,1.16906224,26841.67213504,16.04425619,1.98740587,119.33174225,110.27000003,16.04425619,36.84884244,563.76856506,7.45422094,0.88521997,4.37540345,10.45089335,1.15755967,1.16906224,4.25538657,291.40437046,8.69197779,1.72770395,8.1074471,2058.69526807,655.95699995,16.13890386,73.4287997,1.60979869,0.4395674,20.89407858,18.31920479,9410.95106302,,7.94202415,126.43407514,1.16906224,208.09306462,55.15635696,142.30990554,0.95864244,49819.58442279,292.20710563,9.27826278,1302.23016247,0.88521997,175.0436848,764.49656566,655.95699995,5.36389171,9.52586008,663.32009443,61.5745065,1.53622597,11.08679289,0.07254876,3.06411257,491.96774996,7.73751976,420.86168359,128.68267182,2.35601117,129.41328442,35.67040473,2868.29421583,16.04425619,17.53593366,2.71058694,1385.33542425,2656.6996729,150.31802801,9.44543999,36.61502927,16.04425619,24.54659572,675.71884886,4.10340846,128.52670596,244.00676737,1.16906224,10.22929463,62.35189182,23.28926705,6655.47134802,1649.53269569,40.9171908,79.70666417,2.13353865,0.83114404,3846.77360946,32.24273659,845.76159021,1.57884089,123.33606662,1.0,5.58040223,4.52737417,9841.75055152,8.76095241,10581.18231093,80.05142882,1052.1697723,9.17033009,602.33512244,1.95583,30.98014946,33.7654807,2.86829425,4.27572793,118.46041817,3.83419019,10.70557075,0.35469346,185.062539,3.15935686,0.44950443,28.01189888,25.98236531,16752.67703772,80.05142882,2.4608175,4716.93246949,4534.91012858,1.95583,329.32461783,57.84520371,0.88521997,4.72359376,117.84147783,30.86908927,12.15240277,97.87971925,85.66890472,1.16906224,1762.36133278,11.74346127,41.79397485,0.88521997,3.83709592,69.24358574,4.66585113,,1836.01225407,1.59312868,1002.96610101,38.62054507,2.33812449,4.38398341,3.04760755,3426.57994621,0.00093293,398.92493754
2018-07-02,4.2617577,9108.44817314,0.82276003,137.07709268,19.55798686,20.9376601,1.59059322,1.16045138,26636.51077222,16.12458522,1.97352575,119.33174226,110.27000001,16.12458522,36.57706375,559.63834779,7.45138357,0.88373186,4.40213919,10.44398216,1.15423395,1.16045138,4.22404303,288.09870886,8.66394472,1.73144103,8.00099905,2069.16749808,655.95699996,15.70588349,73.58886579,1.59958223,0.43632972,20.80627362,17.90179614,9341.16854221,,7.79911339,125.94874052,1.16045138,206.58028258,54.74052507,141.24265696,0.95157012,49449.39690877,290.6576158,9.1873489,1299.81730099,0.88373186,174.15306181,762.60560108,655.95699996,5.35933412,9.50552871,658.57058559,61.50328026,1.53313578,11.04216518,0.07314674,3.04821929,491.96775011,7.73907637,419.93005344,128.19414563,2.33274476,128.49017811,35.47046289,2859.21242057,16.12458522,17.40677074,2.63697011,1379.17298816,2639.74536076,149.94302073,9.37715161,36.35549859,16.12458522,24.45223335,670.60193117,4.06309165,129.34164511,242.13616254,1.16045138,10.1539496,62.02711211,23.40768508,6605.04007038,1631.114429,40.28515106,79.11156518,2.08127368,0.82650206,3906.65220851,31.99972785,842.51961504,1.58474069,124.60859295,1.0,5.55257605,4.5399056,9783.47781876,8.69799945,10480.81304062,79.74752451,1044.41423175,9.10403069,597.65442099,1.95583,30.75196165,33.50262728,2.83554769,4.26154213,117.95601082,3.77580037,10.6267171,0.35148676,183.80662355,3.13608576,0.44619356,27.87670816,26.07080925,16694.15391426,79.74752451,2.43674452,4715.04125394,4488.5333502,1.95583,330.40424678,57.42786252,0.88373186,4.69880124,117.05656579,30.44666977,12.11913322,96.88913257,85.19132255,1.16045138,1749.38045982,11.55019839,41.32598841,0.88373186,3.81463936,68.92682875,4.66312788,,1868.73768874,1.59059322,997.70856677,38.50299479,2.3058564,4.35169269,2.99634766,3408.32028664,0.00093287,396.39281086
2018-07-04,4.27549337,9134.89393977,0.82541179,137.37480996,19.58902393,20.95941991,1.58934024,1.16419152,26828.42294182,15.96865481,1.98129024,119.33174222,110.27,15.96865481,36.88188385,561.95510861,7.45166571,0.88043602,4.38315058,10.232451,1.15708016,1.16419152,4.23765714,292.70740595,8.68904224,1.72136852,8.04330733,2050.19066434,655.95699984,15.76637956,73.67346908,1.60003729,0.43773601,20.82556007,17.9416518,9399.26611607,,7.83582508,126.1909366,1.16419152,207.07640618,54.96428788,141.73469438,0.95463708,49716.4497386,291.92345128,9.21638625,1299.7727194,0.88043602,176.28191505,762.07181056,655.95699984,5.4410881,9.45117446,660.69124891,61.51723574,1.53020974,11.04949675,0.07242217,3.05893626,491.96774988,7.72060953,418.58531474,128.54629097,2.34036555,128.66092501,35.57161103,2869.53372632,15.96865481,17.46287284,2.66927852,1385.41950684,2647.37959033,150.7231266,9.40480497,36.81134347,15.96865481,24.52122423,670.96644309,4.07585311,130.33400396,242.62288933,1.16419152,10.18667582,62.18799286,22.63005036,6624.9353495,1642.67287313,40.36469732,79.29166059,2.08657903,0.82737947,3925.72656649,32.03947083,845.51867782,1.57720425,124.81210222,1.0,5.59689365,4.54397129,9798.26307563,8.72767016,10512.63862195,79.96658846,1047.7824883,9.13087861,599.57163668,1.95583,30.85107536,32.53812694,2.84634814,4.25325803,118.00120467,3.78627724,10.68215565,0.35233421,184.76202441,3.14619373,0.44763164,27.87232442,26.05403392,16710.28064448,79.96658846,2.44531884,4715.51861329,4487.80943377,1.95583,325.41240664,57.81112746,0.88043602,4.72347687,117.24198884,30.59589421,12.10332998,97.94044443,85.56569694,1.16419152,1755.01872087,11.65470544,41.45044439,0.88043602,3.83162261,69.04360836,4.66210074,,1877.76696429,1.58934024,1015.62278601,38.61502185,2.32009208,4.36571821,3.02585733,3383.34863233,0.00092653,399.65249952
2018-07-06,4.31149208,9211.61189863,0.83236157,138.27875655,19.73179586,21.13826724,1.59496072,1.17399376,27039.94410402,15.84151692,1.99571897,119.3317422,110.26999995,15.84151692,37.09474054,566.98667307,7.45326063,0.88512441,4.35874633,10.24648059,1.16226686,1.17399376,4.27333728,293.97411188,8.76368754,1.71916149,8.10924447,2094.4338514,655.95699982,15.8766149,73.92791923,1.60861089,0.44142165,21.00587029,18.10271998,9519.48793672,,7.89829253,125.9116311,1.17399376,208.98356068,55.40287848,142.87798055,0.96267322,50233.53921188,293.87343611,9.18205822,1309.92072907,0.88512441,178.00340591,772.74058169,655.95699982,5.36951254,9.4245859,665.53011546,61.46662879,1.5366275,11.07962264,0.07343352,3.06901374,491.96774986,7.79852911,422.09632496,129.83515004,2.35776184,129.69846922,35.78752049,2892.62670114,15.84151692,17.60990637,2.66021284,1395.54604521,2669.68537283,152.12482631,9.49007666,36.92705496,15.84151692,24.62737986,678.99350495,4.10897966,131.23583791,244.5752268,1.17399376,10.27244538,62.62538539,22.38675066,6685.36887864,1651.625373,40.56300853,80.12426302,2.10553851,0.83165642,3884.55927401,32.39430243,852.51469747,1.58213608,125.42832492,1.0,5.66181488,4.58409525,9899.19279647,8.79152611,10621.7083143,80.76836705,1056.5954388,9.21366665,604.6296979,1.95583,31.11083458,33.11405658,2.87273454,4.25038447,118.02618058,3.8176463,10.77092305,0.35512439,186.88815966,3.17268354,0.4514006,28.21257395,25.91486962,16856.62305942,80.76836705,2.46500678,4756.97821813,4508.01911304,1.95583,323.3095485,58.10385748,0.88512441,4.74183747,118.41029571,30.92325444,12.14946775,98.48866916,86.35430752,1.17399376,1769.79559014,11.44794142,41.75006721,0.88512441,3.85850572,69.45446714,4.66042783,,1896.07795981,1.59496072,1008.88158848,38.93020633,2.32909915,4.40247659,3.03232594,3366.5401761,0.00093603,403.48962532
2018-07-08,4.31718508,9222.14212591,0.83346065,138.93283128,19.75560354,21.23772862,1.59626579,1.17554393,27083.14585397,15.8626328,1.99842474,119.33174227,110.27000003,15.8626328,37.06489864,567.98757589,7.45760891,0.88426278,4.35945593,10.25796816,1.16375165,1.17554393,4.2789799,294.36321766,8.7636799,1.71867242,8.15239764,2070.10932505,655.95699998,16.25777245,74.03302523,1.61190579,0.44200452,21.00991153,18.42077346,9698.23741522,,7.84616794,126.22402938,1.17554393,209.24681814,55.52094371,142.89323394,0.96326715,50401.44472488,293.65087706,9.36685174,1310.36699353,0.88426278,178.80023879,772.26771416,655.95699998,5.37702483,9.44008853,669.82491624,61.46919314,1.53781217,11.09090465,0.07330737,3.06875723,491.96774999,7.80461188,423.78356731,130.05748946,2.36907372,129.7977307,35.8258708,2887.72366176,15.8626328,17.63315893,2.72561601,1393.01926788,2670.2550681,152.19767392,9.49809175,37.00612235,15.8626328,24.55157288,678.87625894,4.12615918,128.76908306,246.59386461,1.17554393,10.28600938,62.69763074,22.46338615,6732.34008277,1653.98915759,41.03755551,80.29870336,2.15418423,0.83410959,3868.12507202,32.42737821,847.56713065,1.58193024,126.19463897,1.0,5.67611361,4.54194936,9890.41684617,8.80306029,10644.55027528,80.90668083,1057.05555881,9.22144831,605.67538985,1.95583,31.15191412,32.78654435,2.87714375,4.25993538,118.2462516,3.87223206,10.78514603,0.35642831,187.14663024,3.1768732,0.45199664,28.18425135,25.89259761,16893.14535248,80.90668083,2.47698862,4750.37301774,4518.67329193,1.95583,324.84336435,58.5303333,0.88426278,4.74978523,118.49502678,31.08138211,12.15665239,98.57405724,86.28492605,1.17554393,1772.13247292,11.54418099,42.02569546,0.88426278,3.85813525,69.45113898,4.65997438,,1846.19174036,1.59626579,1008.5335886,38.97519143,2.35108786,4.40828973,3.07895218,3376.63748091,0.0009367,404.01681243
2018-07-09,4.31244007,9177.67676536,0.83254459,138.39890498,19.73265312,21.14297208,1.59312657,1.17425189,27053.79438035,15.71597784,1.98750204,119.33174221,110.26999993,15.71597784,37.1049119,567.30346798,7.45349125,0.88825458,4.31796097,10.24738916,1.16477535,1.17425189,4.27427688,292.57822226,8.76339153,1.71717832,8.08543563,2061.56563278,655.9569999,15.92444971,73.53912483,1.60431926,0.44151871,21.04041892,18.08060352,9519.37557939,,7.89075312,125.71089704,1.17425189,209.0313707,55.43995761,142.94203125,0.96288663,50437.78630829,293.8909082,9.25797922,1305.97409832,0.88825458,181.3276413,765.74824412,655.9569999,5.36827907,9.41449777,664.54801592,61.52043062,1.53955963,11.08170097,0.07288856,3.07236635,491.96774985,7.76963637,424.3435356,129.652724,2.35379692,130.04550313,35.68112413,2893.50663373,15.71597784,17.61377836,2.75447926,1396.19430906,2671.48806668,151.75396825,9.49247107,36.86095335,15.71597784,24.53799697,674.83246037,4.11143499,130.89384482,244.36240178,1.17425189,10.27470404,62.74211269,22.4995672,6696.12340545,1654.44083518,40.19759681,80.21504561,2.10589277,0.83125015,3948.10626028,32.26575604,852.72268505,1.5727878,125.39239818,1.0,5.6469484,4.54055269,9854.79889261,8.78231962,10598.49833569,80.65488276,1056.85156645,9.21599133,604.76148217,1.95583,31.11767511,32.78156373,2.87109724,4.26491189,118.03974465,3.82046008,10.77423122,0.35526242,187.04763621,3.1733813,0.45149985,28.12065471,25.88160334,16785.88272041,80.65488276,2.46420503,4748.25417984,4483.28401875,1.95583,323.38247019,58.16069437,0.88825458,4.73126758,118.43731718,30.79829747,12.04310511,98.02331604,86.01801941,1.17425189,1770.18472563,11.46570552,41.8130315,0.88825458,3.8562087,69.46772369,4.65882808,,1896.41159534,1.59312657,1015.44907749,38.8555146,2.32157329,4.40344459,3.03123336,3381.51413171,0.00093135,403.85353419
2018-07-11,4.30481343,9161.87223573,0.83107222,138.23893872,19.52942843,21.06548514,1.59484627,1.1721752,27021.70876094,15.82145905,1.99459183,119.33174222,110.26999999,15.82145905,37.10856168,565.30686666,7.45467804,0.88557215,4.33611396,10.29044021,1.16440363,1.1721752,4.26671773,297.45092794,8.74025705,1.7275948,8.0980822,2079.11453852,655.95699972,15.88839026,72.74417698,1.60404544,0.44073788,20.97391074,18.09275235,9509.02017058,,7.88373813,125.75190363,1.1721752,208.66047663,55.44385991,142.68100398,0.96118366,50533.67485376,293.40169839,9.25652445,1316.4125305,0.88557215,183.87688436,764.94867994,655.95699972,5.65721816,9.44867171,665.27576235,61.51919138,1.53899324,11.07431708,0.07398069,3.07581134,491.96774999,7.83009728,424.20289767,129.50264201,2.35351862,130.7464175,35.83170906,2882.44613477,15.82145905,17.58262801,2.64842833,1395.74455547,2663.0857272,151.88456954,9.47627359,36.81697865,15.82145905,24.51234059,673.6791992,4.10261304,130.40132047,244.2273206,1.1721752,10.25653301,62.79405775,22.27364321,6681.08263951,1660.95241251,40.43514289,80.11315669,2.0994367,0.83224056,3938.89947255,32.29232914,851.12540877,1.58428338,125.42001798,1.0,5.59630217,4.52960633,9838.59922484,8.77369749,10594.50976388,80.56151917,1054.95864376,9.20026563,603.69815422,1.95583,31.06264282,32.29274802,2.86347999,4.26676913,118.11073306,3.81477041,10.75494879,0.35481156,186.7828245,3.16776905,0.45070136,28.07159578,25.95003868,16858.21769705,80.56151917,2.44985926,4731.50332302,4387.70799829,1.95583,325.01233009,58.20693618,0.88557215,4.72585165,118.00271911,30.75396697,12.0923206,98.27468575,85.15831877,1.1721752,1767.05411546,11.44719387,41.79569658,0.88557215,3.84216142,69.22899318,4.65961383,,1892.70652781,1.59484627,1014.52870198,39.03423007,2.30452625,4.395657,3.00812501,3371.50644698,0.00094002,403.45145039
