Date,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BOV,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHE,CHF,CHW,CLF,CLP,CNY,COP,COU,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,GBP,GEL,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,INR,IQD,IRR,ISK,JMD,JOD,JPY,KES,KGS,KHR,KMF,KPW,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MXV,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SVC,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TWD,TZS,UAH,UGX,USD,USN,UYI,UYU,UYW,UZS,VES,VND,VUV,WST,XAF,XAG,XAU,XBA,XBB,XBC,XBD,XCD,XDR,XOF,XPD,XPF,XPT,XSU,XTS,XUA,XXX,YER,ZAR,ZMW,ZWL
2021-09-14,4.33692225,94.39151949,121.73715534,577.35306762,2.1138363,736.86851558,115.88339189,1.61293452,2.11384366,2.00635569,1.95583,2.36183649,100.52784348,1.95583,0.44402526,2344.3186722,1.18091824,1.58629672,8.13850712,,6.18910984,1.18091824,86.96222203,12.93360366,2.95405673,2.37826181,1.49866426,2335.40838806,,1.08579324,,0.03354071,925.5519079,7.60818468,4524.3884803,,737.30865136,1.18091824,28.44041618,110.27,25.35477975,209.9305843,7.43624447,66.93524843,160.77586336,18.55522958,17.71377367,54.13239617,1,2.46310805,0.8555502,0.8555502,3.67154313,7.12775268,0.8555502,61.39728215,11542.64017679,9.12907402,246.42244695,9.18543839,28.47615184,7.47639761,116.47247525,349.79025309,16827.53143537,3.79268208,86.96222203,1724.04907857,49628.50195824,151.19568978,176.78301428,0.83727104,129.45173207,129.79943678,100.13998893,4816.18915009,491.96775001,1062.81684417,1382.76220655,0.35504364,0.96835532,503.60551939,11307.8300996,1780.23425337,235.54914908,202.40354968,16.94429888,5.3357132,10.57198757,20.78513789,4630.26854546,61.61992871,2104.7041941,3362.61080645,9.46100154,42.81754998,49.90880965,18.18673617,960.50428534,23.49448578,3.50183103,4.9145022,75.33408029,16.94429888,485.93474177,41.44182854,10.21549452,139.79177192,1.66559664,0.45406306,1.18091824,4.84984087,4.1436096,58.83155204,198.63136461,4.55160482,8148.88608268,4.29854241,4.94850194,117.59072232,86.18381435,1191.94359047,4.42844342,9.51202871,15.37472839,519.59274013,10.1696732,1.58629672,0.8555502,12332.89936875,681.95142543,25.26207446,,24.50355407,10.33303464,1485.43175405,16.94429888,38.88474219,13.3741102,4.12579111,3.29150045,2.65726099,9.96491435,8.01415916,32.70303226,2739.11233081,31.47814452,4168.28880581,1.18091824,,,50.48612253,,12629.38481314,4722005.75330158,26963.87356017,131.83988641,3.03087239,655.95700001,0.04967907,0.00065483,,,,,3.1913065,0.8291814,655.95700001,0.00059589,119.33174225,0.00124981,,,,,296.16363999,16.94429888,19.28700285,
2021-04-18,4.40074562,92.84252783,123.1274044,625.74786427,2.14195765,773.11423381,111.17666139,1.54862773,2.14495158,2.03708285,1.95583,2.39659394,101.67037521,1.95583,0.45055966,2345.3833951,1.19829697,1.59883568,8.27431432,,6.69548358,1.19829697,89.31029837,12.98337485,3.10923466,2.41480566,1.49867818,2374.81138666,,1.10233526,,0.03052083,842.09748254,7.81387201,4317.28943421,,736.09152799,1.19829697,29.95742456,110.27,25.92444355,213.29650589,7.43644959,68.31452065,159.19672666,18.76787128,17.97445456,49.54958721,1,2.43666911,0.86600426,0.86600426,4.1176978,6.89283551,0.86600426,61.2055167,11981.24628484,9.2503329,252.21885479,9.31264647,28.7968417,7.56898075,101.01820169,361.41790206,17475.71495554,3.9294933,89.31029837,1748.84769765,50358.84023047,151.86856149,180.66187968,0.84959255,130.36091463,128.87688083,101.59160423,4848.19349858,491.96775,1078.46727364,1338.56555945,0.36126044,0.98260843,515.40097534,11295.2185006,1806.43268284,239.57617323,206.35049779,17.15328957,5.38353566,10.729764,21.40067604,4491.6491678,61.65306035,1683.29283064,3421.62189658,9.59202586,43.06401155,48.830486,18.77731273,945.9041757,23.86523363,3.60756668,4.94515693,73.90807148,17.15328957,455.96454096,42.03211203,10.00803291,143.56630463,1.67800252,0.46074519,1.19829697,4.35603176,4.22889572,57.93951509,182.95009315,4.54254612,7733.7002698,4.36180097,4.92519213,117.49779841,90.82040115,1173.84626173,4.49361364,9.58254153,15.98522469,455.49271675,10.12691038,1.59883568,0.86600426,12208.15877889,699.65482755,16.87226065,,24.50083796,10.48509849,1507.11869164,17.15328957,36.82588379,13.56719441,4.20601842,3.30729393,2.69890193,9.65667869,8.16381904,33.91429423,2777.05162421,33.64212657,4337.91291322,1.19829697,,,52.88838551,,12594.102102,2848370.4439045,27692.76831185,129.00452113,3.00554595,655.957,0.04613537,0.0006743,,,,,3.23540191,0.83794059,655.957,0.00043101,119.33174224,0.00099517,,,,,296.1647811,17.15328957,26.57499665,
2022-12-10,3.87187321,92.1721018,115.63762329,414.24587281,1.88432964,531.55546015,179.07691678,1.55251233,1.88717578,1.79272103,1.95583,2.10857629,108.49785551,1.95583,0.39641234,2170.81694295,1.05428814,1.42872851,7.31099083,,5.53348237,1.05428814,86.94184838,13.58943097,2.66207928,2.12471149,1.44264906,2108.73029415,,0.98565342,,0.04014833,908.70268059,7.33473578,5068.1400689,,626.23527412,1.05428814,25.23505837,110.27,24.30363271,187.66307759,7.44391747,58.03846563,146.098876,25.91677793,15.81432216,56.43231998,1,2.31405361,0.85989808,0.85989808,2.82876087,13.68796342,0.85989808,65.8117905,9073.40117174,8.32630082,220.75954626,8.20870028,25.97725501,7.56088733,152.3422463,418.98576888,16443.86442552,3.61053949,86.94184838,1538.86082109,44306.15724485,149.31126973,161.87572522,0.74749029,143.93915842,129.57027657,89.56177011,4339.8269397,491.96775,948.85932321,1372.582054,0.32419343,0.8645195,495.37262757,18248.90637749,1589.33937718,387.34832191,162.69142617,18.2826194,5.10165051,11.12265718,20.39143387,4621.35259946,61.56024094,2209.44192244,3614.10057563,8.45496129,39.95765499,46.35496287,16.51314656,1076.86540247,20.85320102,2.94544796,4.64280648,67.27283589,18.2826194,469.15412572,38.48884985,10.54106312,139.17216379,1.64473884,0.40595121,1.05428814,4.03912693,3.6933957,58.37904133,236.70358837,4.69490676,7484.94664833,3.83760884,4.92363835,117.36863049,66.05027401,1117.05716368,3.95358054,8.70949809,15.20168062,595.95527087,10.90157571,1.42872851,0.85989808,19546.5967798,599.41755075,33.21277716,,24.566067,9.22502126,2648.51689532,18.2826194,36.58445718,10.64518258,3.69437293,3.38901026,2.49537933,19.65748944,7.1273402,32.42450249,2459.211773,38.62569185,3889.92084403,1.05428814,,,41.20072882,,11862.87850813,14.30442322,24833.71161672,123.71650298,2.836369,655.95700001,0.04490655,0.00058662,,,,,2.84659648,0.79331616,655.95700001,0.0005391,119.33174224,0.00102568,,,,,263.81383563,18.2826194,18.43455398,697.78344816
2021-05-22,4.47296935,94.58606737,123.04080794,633.99630324,2.17710996,783.75095771,114.66140193,1.57544571,2.18015388,2.07052316,1.95583,2.43592612,103.26855795,1.95583,0.45795411,2396.9204088,1.21796306,1.62181531,8.39721257,,6.52951811,1.21796306,88.76988482,13.06967241,3.05099313,2.4539782,1.46987834,2422.23888214,,1.09365705,,0.03182508,877.79727205,7.83686104,4561.67997095,,749.90645257,1.21796306,29.95016416,110.27,25.44939501,216.79709201,7.43559295,69.40033703,162.54954037,19.06233934,18.26944594,52.20716201,1,2.47600043,0.86067989,0.86067989,4.08460089,7.02191938,0.86067989,62.36696407,11986.53831136,9.3962938,255.50164893,9.45642065,29.22161522,7.50831162,108.83540009,348.51298678,17504.06314588,3.96429545,88.76988482,1777.50067569,51185.27582986,148.95445626,181.91844884,0.86353581,132.68426222,131.85428221,102.26633743,4953.11512425,491.96775,1096.16682466,1374.04602333,0.36617224,0.99873504,521.6412958,11485.62342431,1836.07931658,239.83810724,208.63205011,17.00530976,5.42730244,10.83833968,21.55110351,4580.04406712,61.46183925,1962.28131736,3472.1207244,9.74011327,44.33533366,49.80869966,18.77668075,968.84806974,24.30866818,3.64281567,5.04392137,72.60216598,17.00530976,502.42327741,42.96132661,10.1989572,142.69758984,1.6972494,0.4683068,1.21796306,4.58207642,4.31212792,58.37638077,186.77556901,4.49684468,8198.23134203,4.43338555,4.92669411,117.47269238,89.67166674,1200.26503528,4.56736148,9.70105354,20.26606743,499.24628456,10.14366427,1.62181531,0.86067989,12416.51501419,709.25497649,17.19098304,,24.59376665,10.6571768,1532.02900946,17.00530976,38.22632185,13.78869286,4.27504554,3.31566297,2.73516843,10.24699227,8.25545788,34.09783985,2823.08827879,33.54577966,4329.09014977,1.21796306,,,53.72019669,,12907.49891077,3707159.31675021,28119.26514662,130.61351227,3.09912472,655.957,0.04410294,0.00064736,,,,,3.29006395,0.84289344,655.957,0.00043782,119.33174224,0.00103934,,,,,303.33505741,17.00530976,27.44153628,
2022-08-05,3.73934519,92.64227913,116.99928538,411.36824704,1.82046257,437.89906441,135.27159945,1.47330491,1.82258077,1.73092664,1.95583,2.0364031,96.43438028,1.95583,0.38284378,2079.35756315,1.01820155,1.40674525,6.99647158,,5.26003012,1.01820155,80.88022875,12.88847793,2.56958133,2.05199285,1.31727693,2036.28266119,,0.97917914,,0.03877412,935.09509114,6.8852778,4415.54587975,,680.35306102,1.01820155,24.50523843,110.27,24.51669726,181.21952578,7.44212937,55.38009084,147.16935321,19.45715955,15.27302325,53.12929719,1,2.24094028,0.84337072,0.84337072,2.77044532,8.80743965,0.84337072,55.38185384,8816.33887621,7.87507536,212.68434292,7.992831,24.99814923,7.51245891,120.4737639,393.64320561,15221.80186172,3.41173758,80.88022875,1486.20057871,43052.69902338,139.49289795,155.58424766,0.7219049,137.37842798,121.39361816,84.50634149,4183.71093353,491.96774999,916.36704771,1328.66046237,0.31284201,0.83493148,485.62691722,15472.12314943,1534.9388368,366.61076286,156.41301041,17.09128392,4.96839364,10.51935324,19.62180411,4282.56246898,61.3127542,1885.92278313,3240.07772903,8.23261593,38.41340635,46.79821039,15.64020462,1043.45006461,20.80172311,2.98766964,4.53811887,64.86524369,17.09128392,425.16980649,36.46667231,9.97619102,129.46902617,1.63346673,0.3914985,1.01820155,3.96958592,3.58029389,56.32324954,228.38975271,4.71011949,6987.66729346,3.70625364,4.92420798,117.21064229,61.62657939,1046.55870721,3.81825581,8.3942259,13.8432296,580.25106638,10.37397476,1.40674525,0.84337072,14102.37277082,591.37996118,24.97303257,,24.79311988,8.90926356,2558.25977114,17.09128392,36.44795736,10.42082201,3.56743254,3.21343246,2.36513665,18.23449023,6.91138555,30.54234695,2375.05026652,37.62134451,3952.52396705,1.01820155,,,41.31860357,,11107.73255698,5.93946022,23810.3854453,118.59403704,2.68750048,655.95699998,0.05119161,0.0005736,,,,,2.7516353,0.77012787,655.95699998,0.00047814,119.33174224,0.00109234,,,,,254.74904402,17.09128392,16.36781522,466.51680312
2022-12-04,3.88628853,93.39289528,116.99218806,415.8229566,1.89419468,540.2367876,177.2721375,1.54599042,1.8942019,1.79889891,1.95583,2.1164267,108.25426043,1.95583,0.39788822,2187.68531886,1.05821335,1.42268237,7.30226352,,5.52322897,1.05821335,86.07660992,13.63682675,2.66115984,2.13010227,1.41748646,2168.74292086,,0.98913545,,0.04029781,934.90546087,7.35876377,5049.10974063,,632.26504573,1.05821335,25.37255713,110.27,24.37214787,188.11758776,7.43701543,57.83168499,146.05084497,25.89261284,15.87320025,56.48200345,1,2.32267784,0.85748983,0.85748983,2.85681991,14.85843783,0.85748983,65.77673721,9097.29549124,8.28466785,220.83818472,8.22253494,26.0773583,7.57191861,149.03044279,409.20130221,16284.70203814,3.59670362,86.07660992,1544.62276965,44843.01146262,149.29064941,162.7001013,0.75027327,142.18787022,129.46607213,89.36657378,4342.28330922,491.96775001,952.39692175,1365.85558885,0.32423,0.86773567,496.95197202,18290.46272123,1595.2566252,389.71664676,162.956085,18.30316608,5.13397487,11.13813752,20.63967811,4615.7531986,61.83415495,2220.3677002,3623.35608303,8.46921098,40.09051382,46.18875232,16.30744848,1084.62719409,20.48594889,2.87429904,4.62318012,67.61198235,18.30316608,469.99893673,38.57428026,10.27672206,137.78713333,1.6435537,0.40739863,1.05821335,4.06420739,3.72610473,59.03394074,237.23903432,4.67147246,7635.12402943,3.85189659,4.92699737,117.76511281,65.39949315,1143.53597409,3.96830006,8.73471358,15.03319766,602.55868971,10.87000997,1.42268237,0.85748983,19513.78194865,600.27988666,33.56180658,,24.55710644,9.25936681,2658.83916793,18.30316608,36.60821824,10.65816316,3.6968656,3.3943261,2.47742782,19.71746448,7.16214617,32.20126834,2468.01829122,39.08015917,3937.70355994,1.05821335,,,41.5728622,,11905.01355898,11.88590231,25802.38362278,125.19531792,2.85760497,655.95700001,0.04534978,0.00058513,,,,,2.85743594,0.79455633,655.95700001,0.00055303,119.33174224,0.00103318,,,,,264.97351718,18.30316608,18.12229029,707.26654628
2022-02-01,4.14080173,113.10483684,121.35600136,543.39992347,2.01730115,597.90470667,118.58979978,1.58083536,2.01825326,1.91562498,1.95583,2.25503158,96.45890098,1.95583,0.42394594,2255.2892923,1.12751579,1.52118384,7.75619771,,5.9394197,1.12751579,84.28320568,13.01566969,2.91408499,2.27086427,1.43046508,2250.87191216,,1.0388452,,0.03280822,905.03895962,7.17350683,4425.19103756,,723.72642614,1.12751579,27.36974989,110.27,24.27274226,200.49936467,7.44041019,65.0266549,158.09872997,17.70472202,16.91273682,56.22704223,1,2.41808151,0.83385582,0.83385582,3.42177705,7.0394635,0.83385582,59.75013434,10150.41619706,8.66134958,235.7583193,8.78728098,27.70143164,7.53047232,115.98334038,355.26309123,16171.30383702,3.56992123,84.28320568,1645.36078386,47504.69455863,143.60880107,175.68439676,0.79940869,129.39376128,128.06749404,95.60995115,4582.86837017,491.96774999,1014.65072402,1357.05105647,0.34128885,0.92452646,489.52464834,12784.0455952,1699.73004993,227.75795347,171.86875572,17.21679401,5.20061729,10.57350778,20.26010996,4496.62130442,61.73476099,2001.8812103,3227.60796461,9.05089941,40.9595003,49.24416936,17.42019272,921.58598089,23.16690354,3.40214011,4.71659106,71.93270451,17.21679401,468.54672166,39.96472688,9.95566282,134.9163415,1.70026207,0.43352982,1.12751579,4.37726893,3.95602607,57.6171948,198.91547486,4.57156575,7970.53038974,4.10415747,4.94663653,117.59215167,86.50364822,1162.03681566,4.2281842,9.15188151,16.38224961,496.93806264,10.43654079,1.52118384,0.83385582,12878.65420283,650.97087214,23.59365574,,24.76723673,9.86576314,2832.68488851,17.21679401,37.47030026,12.72191241,4.10841428,3.25722169,2.57393708,15.10258878,7.62730763,31.3696172,2605.9114387,32.10611212,3943.8406684,1.12751579,,,49.52827735,,12213.17817311,5.09982532,25547.81617785,128.87829982,2.96947393,655.95699999,0.04977664,0.00062666,,,,,3.04654795,0.8065684,655.95699999,0.00048077,119.33174224,0.00109832,,,,,282.18074983,17.21679401,20.41671342,
2022-07-05,3.76946344,90.02227991,117.30915367,416.36116439,1.83694752,437.29055939,129.5214941,1.50891152,1.8372606,1.74392273,1.95583,2.05280514,96.08551306,1.95583,0.38592737,2112.78691911,1.02640257,1.44112792,7.07131574,,5.52966137,1.02640257,81.33127566,12.77986026,3.4678696,2.07131162,1.33882962,2049.08621648,,0.99331061,,0.03546092,978.01114103,6.88376673,4391.99910479,,706.59340204,1.02640257,24.85787553,110.27,24.75103061,182.49229515,7.43961863,56.26556947,150.57956574,19.35982362,15.39603856,53.64243162,1,2.28841794,0.85807244,0.85807244,2.95541669,8.23210329,0.85807244,55.45821447,8932.73353553,7.96638434,214.84389356,8.05429273,25.24133277,7.52475043,118.19884414,407.18548169,15422.42548748,3.61034223,81.33127566,1497.3253973,43347.07631209,138.52401776,154.63343475,0.72771942,138.84100874,121.44237709,81.59809404,4182.9202117,491.96774999,923.7948697,1341.4933707,0.31541485,0.84164988,478.0978899,15458.9432373,1547.30187527,369.28449323,156.26365258,16.97473079,4.96789135,10.40101789,19.67764788,4199.7829027,61.4793018,1903.44214594,3234.97473199,8.29592151,37.39530093,46.51895961,15.83905831,1053.50284078,21.09201742,3.03757777,4.54119211,65.53595848,16.97473079,426.25922736,36.86626904,10.32699327,130.19103952,1.66498935,0.39465179,1.02640257,3.96069036,3.61405095,57.05853408,211.71457018,4.7432311,7049.36531413,3.73610536,4.9432284,117.26461642,64.40777755,1050.71711843,3.84900964,8.34470401,14.41655499,468.52733552,10.7909439,1.44112792,0.85807244,13699.62003848,591.48400939,22.92817308,,24.2605559,8.98102249,2578.89021123,16.97473079,36.99269797,10.1953788,3.58581474,3.21524547,2.4167119,17.45438604,6.97616832,30.62974693,2392.61507592,30.34391318,3826.60247349,1.02640257,,,40.71667493,,11138.50347264,5.69312871,23983.73905637,121.77196774,2.78715125,655.95699998,0.05347292,0.00058027,,,,,2.77128857,0.77623869,655.95699998,0.00053301,119.33174224,0.00117936,,,,,256.89812936,16.97473079,17.06953498,375.70740546
2020-12-17,4.50201167,94.44193083,124.25646616,590.3950932,2.19432593,801.9318451,101.39232192,1.60889194,2.1943093,2.0827323,1.95583,2.45174223,103.93806018,1.95583,0.46092754,2381.88678644,1.22587112,1.62512205,8.44850334,,6.19905661,1.22587112,90.16631189,13.40737152,3.07349171,2.47019803,1.55876831,2403.27990848,,1.08364239,,0.03215835,885.79969078,8.00751473,4184.99584298,,743.36089704,1.22587112,32.48558454,110.27000002,26.13372594,217.9967106,7.44049616,71.27133106,161.86438666,19.25717434,18.38806672,46.98814336,1,2.51987094,0.90075935,0.90075935,4.02089982,7.19663457,0.90075935,63.45517136,12227.50766315,9.55840909,257.00771458,9.50310537,29.60974922,7.53016195,86.42472789,355.27112267,17294.37526771,3.97436836,90.16631189,1459.28932503,51567.12763001,155.7029092,175.34201601,0.86914262,126.40700368,136.80328905,102.17574622,4947.78565624,491.96774998,1103.35550899,1341.41273909,0.37285001,1.00521382,514.57871595,11374.35862297,1848.00070581,229.388993,195.58723239,17.98323115,1.6460362,10.89975879,21.08263243,4829.8400519,61.76300573,1663.3396514,3517.09922259,9.78819854,46.94591466,48.20137121,18.8539791,944.75959664,24.26279566,3.69436221,4.94668189,91.73541151,17.98323115,476.23513251,42.7195788,10.51220286,144.9423464,1.71487422,0.47134744,1.22587112,4.3942321,4.30127122,58.9193844,196.55379938,4.4376409,8550.80899939,4.46217086,4.86877201,117.60751026,89.35517975,1208.24825479,4.59701668,9.85799268,26.12015119,67.67866147,10.13815873,1.62512205,0.90075935,12377.43765971,710.59841262,17.34890325,,24.7341728,10.72637225,628.60101034,17.98323115,36.518909,13.8105071,4.26910301,3.28050104,2.79093033,9.43793176,8.33050854,34.52397818,2842.58275802,34.11615018,4487.44485494,1.22587112,,,52.02452168,,12825.82838742,1319710.36868335,28383.66070953,134.41459501,3.10710197,655.95699979,0.04740071,0.0006505,,,,,3.31292509,0.84861171,655.95699979,0.00052315,119.33174217,0.00117577,,,,,306.73019471,17.98323115,25.9091704,
2022-01-31,4.12732021,114.7694759,121.1133643,541.16880177,2.01048403,598.62890443,118.03464593,1.59299419,2.01168228,1.90955225,1.95583,2.2476897,95.84720831,1.95583,0.42256566,2242.71083106,1.12384485,1.51843938,7.72204621,,5.96294675,1.12384485,83.79755728,13.13032903,2.9341841,2.2600829,1.42820514,2244.34772634,,1.04046052,,0.03261114,899.87690537,7.15014918,4433.20997176,,720.29415391,1.12384485,27.29226956,110.27,24.3296297,199.88265332,7.44096358,64.878333,157.92729841,17.65175704,16.85767272,55.76733355,1,2.43257159,0.83576824,0.83576824,3.41836706,6.98054313,0.83576824,59.47602055,10145.71818009,8.61985988,234.68773626,8.76346781,27.50311696,7.52791491,115.7052194,355.33722453,16150.91984205,3.56564679,83.79755728,1640.12064259,47355.66355506,143.41477482,174.7605621,0.796806,129.20945388,127.6859608,95.29911864,4548.51555887,491.96775,1011.45588725,1354.92498425,0.34060655,0.92154985,487.40807156,12685.08020511,1694.19610878,227.57343139,171.19106332,17.29679852,5.16700539,10.57392558,20.10119608,4494.45512773,61.8239823,1991.80326361,3215.82412131,9.02637184,40.90691397,49.06221527,17.4071933,918.33295097,23.18164923,3.43020818,4.7038579,71.68791346,17.29679852,467.31443099,39.67517063,10.00145076,134.13893982,1.70658736,0.43211834,1.12384485,4.32256783,3.93779756,57.40514229,198.4461472,4.58266819,7946.81705484,4.09079525,4.94506825,117.81980929,86.60239058,1151.08762237,4.21441818,9.13303218,15.72527379,495.13711951,10.48478943,1.51843938,0.83576824,12836.71813419,648.84471832,23.54429477,,24.71158173,9.83364242,2822.97969868,17.29679852,37.35960557,12.65156728,3.92734339,3.25981586,2.57519496,14.97406775,7.62381738,31.25231859,2595.88949355,32.10535143,3933.46839731,1.12384485,,,49.21389932,,12144.51261603,5.09885491,25473.90866754,129.16342479,2.97728566,655.95699999,0.05005758,0.00062536,,,,,3.03640303,0.80560367,655.95699999,0.00047821,119.33174224,0.00110109,,,,,281.23042221,17.29679852,20.28617849,
2021-08-11,4.31180833,93.92535659,121.25104358,564.64249351,2.1013087,759.70052645,113.84714429,1.59384449,2.10160297,1.99473677,1.95583,2.34815974,99.64866033,1.95583,0.44145403,2329.58638034,1.17407987,1.59318419,8.10727123,,6.12809167,1.17407987,87.15193629,13.07583426,2.95027929,2.36836841,1.4682442,2318.36927716,,1.08209195,,0.03282514,905.69517254,7.60430939,4629.19346354,,729.41179752,1.17407987,28.27343562,110.27,25.39245066,208.73581391,7.43734927,67.14784633,159.05997352,18.4326179,17.61119807,52.86177848,1,2.44388212,0.84659438,0.84659438,3.6366722,7.05479273,0.84659438,60.04595044,11502.39923836,9.10456595,245.55715023,9.13437366,27.89056801,7.49632633,113.93083784,353.70477117,16883.51537374,3.79289855,87.15193629,1713.28563838,49338.49166992,148.00110287,181.50771796,0.83242263,129.61818929,128.01899134,99.56214712,4793.28599819,491.96775,1056.58525576,1359.73174801,0.35312458,0.96273283,499.31030597,11261.14960829,1769.92540615,233.71985393,201.51138165,17.20885393,5.30632865,10.55996244,20.89266827,4595.81435301,61.66800499,1933.7044524,3346.49974464,9.40840487,42.51498947,50.07415656,18.09674531,956.18539615,23.41111613,3.50991413,4.97321136,74.70645244,17.20885393,483.23317741,41.27880737,10.40143157,140.09673759,1.66881881,0.45143371,1.17407987,4.80898904,4.11956867,59.12560672,192.98485048,4.58033439,8132.32807734,4.27365073,4.91488605,117.58158607,86.15235071,1182.59655845,4.40279952,9.41144228,17.28005664,521.1605586,10.19708851,1.59318419,0.84659438,12041.20557691,679.47933161,25.06870098,,24.51632588,10.27319887,1476.83002707,17.20885393,38.94155851,13.40219646,4.10169837,3.25777762,2.64275608,10.13679844,7.96975622,32.6559326,2723.1097906,31.42547045,4133.19720228,1.17407987,,,51.16577883,,12531.17456611,4888976.57147515,26884.23007696,131.06224042,3.01493842,655.957,0.05012858,0.00067094,,,,,3.17274068,0.82650711,655.957,0.00044562,119.33174224,0.0011482,,,,,293.29801944,17.20885393,22.62890239,
2021-10-15,4.25977492,92.71104764,121.63489698,554.90454112,2.07337623,693.32814617,115.01840909,1.5632091,2.07624156,1.97183655,1.95583,2.31982297,99.22569282,1.95583,0.43612672,2317.4768652,1.15991148,1.56420896,8.01238528,,6.33256279,1.15991148,86.94206809,12.99956196,2.84742975,2.33733358,1.43584013,2303.24406705,,1.07077372,,0.03462745,955.57232329,7.4648566,4365.74006868,,727.80081289,1.15991148,27.91530365,110.27,25.38288289,206.46225804,7.44061192,65.4904502,159.2244924,18.23360446,17.39867226,54.72071991,1,2.43694511,0.84367494,0.84367494,3.63828558,7.02988558,0.84367494,60.31416158,11272.62105576,8.97320713,243.31527747,9.02269596,28.02614595,7.50873235,115.49001339,360.05550799,16320.85057372,3.73742075,86.94206809,1693.39386183,48745.61589231,149.39271052,171.94175415,0.82237724,132.64552241,128.69884271,98.36047005,4730.47857724,491.96775,1043.91986955,1371.8454004,0.35009001,0.95113214,494.13396737,11738.79732654,1748.56656202,234.36120864,190.53192991,16.84903713,5.28830085,10.50285783,20.05074209,4589.40851704,61.63421803,2206.42817476,3306.5362004,9.29337684,42.10142839,49.95494338,17.87649786,947.43641094,23.59413767,3.54828404,4.82337857,73.88543947,16.84903713,476.71211646,40.78283651,9.77111547,139.75937445,1.64168332,0.44598597,1.15991148,4.55535895,4.09397273,58.82911904,198.48281726,4.56891723,8005.71096045,4.2220778,4.94983141,117.53262235,82.49328104,1178.83593425,4.34966806,9.34283932,15.16806213,509.2869748,10.00141623,1.56420896,0.84367494,12223.63266437,671.64669711,24.79440051,,24.49242864,10.14922548,1459.00815602,16.84903713,38.80879954,13.10072114,4.05246757,3.24637392,2.58565574,10.7510795,7.8825515,32.43793127,2675.12618125,30.60071108,4188.54903816,1.15991148,,,50.94473348,,12416.86519119,4.80802897,26405.08008785,128.06707286,2.96275293,655.957,0.0495076,0.00065627,,,,,3.13485308,0.82153933,655.957,0.00055819,119.33174224,0.00109378,,,,,290.25607305,16.84903713,19.91763499,
2022-09-26,3.5387007,85.08282141,116.26284264,395.75639392,1.72406718,415.48543066,140.92206794,1.48778157,1.72478536,1.64041503,1.95583,1.92713448,97.40715564,1.95583,0.36230128,1979.44570088,0.96356724,1.38330982,6.65941166,,5.19475817,0.96356724,78.54598262,12.90052157,2.428026,1.94155351,1.32051248,1958.81101878,,0.95580072,,0.03669359,957.71764554,6.9048584,4376.38297113,,610.91497028,0.96356724,23.10448707,110.27,24.62941636,171.35745404,7.43698854,51.63858006,135.96764503,18.79975781,14.45350863,50.93536914,1,2.21510196,0.89421254,0.89421254,2.73622113,9.87985207,0.89421254,52.79797272,8319.8444364,7.55192903,201.47717041,7.5638069,23.77875913,7.52688629,114.27824792,407.62319909,14618.82144648,3.38945591,78.54598262,1405.26114194,40685.19385212,138.70595903,146.15686556,0.68316917,139.17117259,116.25772139,78.50594915,4003.12005838,491.96774999,867.19840427,1375.84852247,0.29908315,0.79013157,460.79541079,15694.84662148,1452.57761772,350.06712286,148.3215546,17.35500797,4.83369267,10.55043567,18.82738518,4081.63272077,61.60689347,2022.59998227,3176.97530054,7.79072111,36.56829102,43.55727167,14.80617474,988.69889966,19.61119986,2.7928727,4.44223995,61.47616645,17.35500797,415.29240563,34.64153938,10.37007156,125.73248168,1.69896871,0.37078391,0.96356724,3.79015624,3.39279758,57.04354164,230.02593442,4.7539251,6759.02424709,3.50738476,4.94092568,117.30664371,56.13798266,1014.52669357,3.61337716,7.77689024,13.45099067,554.32785796,10.89930618,1.38330982,0.89421254,13729.20672319,552.90564653,26.58167569,,24.34030551,8.43121337,2420.97556957,17.35500797,36.55765498,9.56750333,3.37592186,3.19089259,2.33085612,17.79135408,6.55235566,30.67516194,2246.47992617,35.51004533,3700.61543949,0.96356724,,,39.24878885,,10619.34092028,7.80763562,22821.97515703,118.63934459,2.71047937,655.95699998,0.05212205,0.00059107,,,,,2.6016554,0.75764319,655.95699998,0.00046359,119.33174224,0.00112074,,,,,241.23318543,17.35500797,15.17860576,591.87934622
